,contract_type_id,payment_type_id,internet_service_type_id,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,monthly_charges,total_charges,churn,internet_service_type,payment_type,contract_type
6192,1,1,1,8756-RDDLT,Female,0,No,No,68,No,No phone service,No,Yes,No,Yes,No,Yes,No,44.95,3085.35,No,DSL,Electronic check,Month-to-month
6193,1,4,1,8757-TFHHJ,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,Yes,49.8,49.8,No,DSL,Credit card (automatic),Month-to-month
6194,2,1,1,8760-ZRHKE,Female,1,Yes,Yes,71,Yes,Yes,Yes,Yes,No,No,Yes,No,No,69.2,4982.5,No,DSL,Electronic check,One year
6195,1,1,2,8761-NSOBC,Male,0,No,No,44,Yes,No,No,Yes,No,Yes,Yes,Yes,No,100.55,4398.15,Yes,Fiber optic,Electronic check,Month-to-month
6196,2,2,3,8763-KIAFH,Female,0,Yes,Yes,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.55,583.3,No,None,Mailed check,One year
6197,3,4,1,8766-PAFNE,Male,0,Yes,No,71,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,79.1,5564.85,No,DSL,Credit card (automatic),Two year
6198,2,4,2,8769-KKTPH,Female,0,Yes,Yes,63,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,99.65,6311.2,No,Fiber optic,Credit card (automatic),One year
6199,1,2,1,8773-HHUOZ,Female,0,No,Yes,17,Yes,No,No,No,No,No,Yes,Yes,Yes,64.7,1093.1,Yes,DSL,Mailed check,Month-to-month
6200,3,2,3,8774-GSBUN,Male,0,Yes,No,72,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.4,1797.1,No,None,Mailed check,Two year
6201,1,3,1,8775-CEBBJ,Female,0,No,No,9,Yes,No,No,No,No,No,No,No,Yes,44.2,403.35,Yes,DSL,Bank transfer (automatic),Month-to-month
6202,1,1,2,8775-ERLNB,Male,1,Yes,No,1,Yes,Yes,No,No,No,No,No,No,No,74.3,74.3,No,Fiber optic,Electronic check,Month-to-month
6203,1,1,2,8775-LHDJH,Female,1,Yes,No,1,Yes,Yes,No,Yes,No,No,Yes,No,Yes,90.6,90.6,Yes,Fiber optic,Electronic check,Month-to-month
6204,3,4,2,8777-MBMTS,Female,1,Yes,No,65,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,105.85,6725.5,No,Fiber optic,Credit card (automatic),Two year
6205,2,2,1,8777-PVYGU,Female,0,Yes,No,52,Yes,No,Yes,No,Yes,No,Yes,No,Yes,64.3,3410.6,No,DSL,Mailed check,One year
6206,1,1,2,8778-LMWTJ,Female,0,No,No,9,Yes,No,Yes,No,No,No,No,No,Yes,74.85,708.2,No,Fiber optic,Electronic check,Month-to-month
6207,1,1,1,8779-QRDMV,Male,1,No,No,1,No,No phone service,No,No,Yes,No,No,Yes,Yes,39.65,39.65,Yes,DSL,Electronic check,Month-to-month
6208,2,2,3,8779-YIQQA,Male,0,Yes,Yes,21,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.8,350.1,No,None,Mailed check,One year
6209,3,4,3,8780-IHCRN,Male,0,Yes,Yes,63,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.65,1574.5,No,None,Credit card (automatic),Two year
6210,1,1,2,8780-IXSTS,Female,0,No,No,6,Yes,Yes,No,Yes,No,No,Yes,No,Yes,90.1,521.3,Yes,Fiber optic,Electronic check,Month-to-month
6211,1,4,3,8780-RSYYU,Female,0,No,No,25,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.2,532.1,No,None,Credit card (automatic),Month-to-month
6212,3,2,1,8780-YRMTT,Female,0,No,No,66,No,No phone service,Yes,Yes,Yes,Yes,No,No,Yes,47.4,3177.25,No,DSL,Mailed check,Two year
6213,1,2,2,8782-LKFPK,Male,0,No,No,44,Yes,Yes,No,No,Yes,No,No,Yes,Yes,90.4,4063,No,Fiber optic,Mailed check,Month-to-month
6214,2,2,1,8782-NUUOL,Male,0,No,No,60,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,79.0,4801.1,No,DSL,Mailed check,One year
6215,1,3,2,8784-CGILN,Female,0,No,No,18,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,99.85,1776.95,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
6216,1,1,2,8785-CJSHH,Female,0,Yes,No,60,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,99.8,5985.75,No,Fiber optic,Electronic check,Month-to-month
6217,1,4,3,8785-EPNCG,Male,0,No,No,11,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,23.15,245.2,Yes,None,Credit card (automatic),Month-to-month
6218,2,3,1,8788-DOXSU,Male,0,No,No,59,Yes,No,No,No,Yes,No,No,Yes,Yes,61.35,3645.5,No,DSL,Bank transfer (automatic),One year
6219,1,3,1,8791-GFXLZ,Male,0,No,No,12,Yes,No,No,Yes,No,No,No,No,Yes,49.05,593.05,No,DSL,Bank transfer (automatic),Month-to-month
6220,3,2,1,8792-AOROI,Female,0,Yes,No,8,Yes,No,Yes,No,No,Yes,No,Yes,No,65.5,564.35,No,DSL,Mailed check,Two year
6221,1,2,1,8799-OXZMD,Female,0,No,No,28,No,No phone service,No,No,Yes,No,No,No,Yes,29.75,790.7,No,DSL,Mailed check,Month-to-month
6222,1,1,2,8800-JOOCF,Female,0,No,Yes,12,Yes,Yes,No,No,No,No,Yes,No,Yes,84.05,966.55,No,Fiber optic,Electronic check,Month-to-month
6223,1,1,2,8800-ZKRFW,Female,0,Yes,Yes,30,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,107.5,3242.5,No,Fiber optic,Electronic check,Month-to-month
6224,1,2,2,8802-UNOJF,Male,1,No,No,12,Yes,No,No,Yes,Yes,Yes,No,No,Yes,83.8,1029.75,Yes,Fiber optic,Mailed check,Month-to-month
6225,1,2,1,8805-JNRAZ,Female,0,No,No,2,Yes,No,No,Yes,No,No,No,No,No,49.2,103.7,No,DSL,Mailed check,Month-to-month
6226,1,2,1,8806-EAGWC,Male,0,No,No,3,Yes,No,No,No,No,No,Yes,No,No,55.15,159.15,Yes,DSL,Mailed check,Month-to-month
6227,1,1,1,8807-ARQET,Female,0,No,No,41,No,No phone service,No,Yes,No,No,No,Yes,Yes,40.35,1677.85,No,DSL,Electronic check,Month-to-month
6228,3,4,3,8807-OPMBM,Female,0,Yes,Yes,55,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.65,1388,No,None,Credit card (automatic),Two year
6229,1,1,2,8808-ELEHO,Male,1,No,No,8,Yes,Yes,No,No,Yes,No,No,No,Yes,81.25,585.95,Yes,Fiber optic,Electronic check,Month-to-month
6230,3,1,2,8809-RIHDD,Male,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,103.4,7372.65,Yes,Fiber optic,Electronic check,Two year
6231,3,3,2,8809-XKHMD,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,100.55,7325.1,No,Fiber optic,Bank transfer (automatic),Two year
6232,2,1,2,8812-ZRHFP,Female,0,Yes,Yes,30,Yes,No,No,No,Yes,No,No,Yes,No,86.45,2538.05,No,Fiber optic,Electronic check,One year
6233,1,3,3,8815-LMFLX,Male,0,Yes,Yes,25,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.4,546.85,No,None,Bank transfer (automatic),Month-to-month
6234,1,1,2,8816-VXNZD,Female,0,No,No,1,Yes,Yes,No,No,No,No,No,No,Yes,75.1,75.1,Yes,Fiber optic,Electronic check,Month-to-month
6235,1,1,2,8818-DOPVL,Female,1,No,No,46,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,104.45,4863.85,No,Fiber optic,Electronic check,Month-to-month
6236,1,4,2,8818-XYFCQ,Male,0,Yes,Yes,32,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,99.55,3204.65,Yes,Fiber optic,Credit card (automatic),Month-to-month
6237,1,1,2,8819-IMISP,Male,0,No,No,31,Yes,Yes,No,Yes,No,No,No,No,Yes,80.45,2429.1,No,Fiber optic,Electronic check,Month-to-month
6238,3,3,1,8819-WFGGJ,Male,0,Yes,No,68,No,No phone service,Yes,No,Yes,No,Yes,Yes,Yes,54.1,3794.5,No,DSL,Bank transfer (automatic),Two year
6239,3,4,2,8819-ZBYNA,Female,0,Yes,No,58,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,109.1,6393.65,No,Fiber optic,Credit card (automatic),Two year
6240,2,3,1,8821-KVZKQ,Female,0,Yes,Yes,70,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,58.4,4113.15,No,DSL,Bank transfer (automatic),One year
6241,1,2,2,8821-XNHVZ,Female,0,Yes,Yes,1,Yes,No,No,No,No,No,Yes,No,Yes,80.05,80.05,Yes,Fiber optic,Mailed check,Month-to-month
6242,2,4,1,8822-KNBHV,Female,0,No,No,48,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,83.45,3887.85,No,DSL,Credit card (automatic),One year
6243,3,4,2,8823-RLPWL,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,110.65,8065.65,No,Fiber optic,Credit card (automatic),Two year
6244,1,2,1,8824-RWFXJ,Male,0,Yes,Yes,3,Yes,No,No,Yes,Yes,No,No,No,Yes,56.15,168.15,Yes,DSL,Mailed check,Month-to-month
6245,1,1,2,8835-VSDSE,Female,0,Yes,No,2,Yes,No,No,No,No,No,No,No,Yes,70.7,141.45,Yes,Fiber optic,Electronic check,Month-to-month
6246,1,1,2,8837-VVWLQ,Female,0,No,No,8,Yes,No,Yes,No,No,No,Yes,No,No,84.95,668.4,Yes,Fiber optic,Electronic check,Month-to-month
6247,3,2,3,8838-GPHZP,Female,0,No,No,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.6,1298.7,No,None,Mailed check,Two year
6248,1,3,2,8840-DQLGN,Female,1,Yes,No,35,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,100.5,3653.35,Yes,Fiber optic,Bank transfer (automatic),Month-to-month
6249,1,2,2,8844-TONUD,Male,0,Yes,Yes,13,Yes,No,No,No,Yes,No,Yes,Yes,Yes,96.65,1162.85,Yes,Fiber optic,Mailed check,Month-to-month
6250,2,1,1,8845-LWKGE,Female,0,Yes,Yes,30,Yes,No,No,No,Yes,Yes,Yes,No,Yes,64.5,1985.15,No,DSL,Electronic check,One year
6251,1,3,1,8847-GEOOQ,Male,0,Yes,No,60,No,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,60.2,3582.4,No,DSL,Bank transfer (automatic),Month-to-month
6252,1,1,2,8849-AYPTR,Male,0,Yes,No,33,Yes,No,No,No,No,No,Yes,Yes,No,91.25,2964.05,No,Fiber optic,Electronic check,Month-to-month
6253,2,3,2,8849-GYOKR,Female,0,Yes,No,54,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,106.55,5763.3,Yes,Fiber optic,Bank transfer (automatic),One year
6254,2,1,2,8849-PRIQJ,Female,0,Yes,Yes,67,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,109.4,7281.6,No,Fiber optic,Electronic check,One year
6255,1,2,1,8851-RAGOV,Female,0,Yes,No,25,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,71.05,1837.7,No,DSL,Mailed check,Month-to-month
6256,3,3,2,8853-TZDGH,Female,0,No,No,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,111.6,8012.75,No,Fiber optic,Bank transfer (automatic),Two year
6257,1,1,2,8854-CCVSQ,Male,0,No,No,18,Yes,Yes,No,Yes,No,No,No,No,Yes,80.65,1451.9,Yes,Fiber optic,Electronic check,Month-to-month
6258,3,2,3,8857-CUPFQ,Male,0,Yes,No,63,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.25,1237.65,No,None,Mailed check,Two year
6259,3,2,3,8859-AXJZP,Male,0,Yes,Yes,39,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,23.8,903.8,No,None,Mailed check,Two year
6260,3,2,3,8859-DZTGQ,Male,0,No,No,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.35,689.75,No,None,Mailed check,Two year
6261,2,3,3,8859-YSTWS,Male,0,No,No,48,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.95,1004.5,No,None,Bank transfer (automatic),One year
6262,1,1,2,8861-HGGKB,Female,0,No,No,10,Yes,Yes,No,No,No,No,No,Yes,No,86.45,830.85,Yes,Fiber optic,Electronic check,Month-to-month
6263,2,2,1,8865-TNMNX,Male,0,Yes,Yes,10,Yes,No,No,Yes,No,No,No,No,No,49.55,475.7,No,DSL,Mailed check,One year
6264,1,2,2,8868-GAGIO,Male,0,Yes,No,45,Yes,Yes,Yes,No,Yes,No,No,No,Yes,84.55,3713.95,No,Fiber optic,Mailed check,Month-to-month
6265,1,1,2,8868-WOZGU,Male,0,No,No,28,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,105.7,2979.5,Yes,Fiber optic,Electronic check,Month-to-month
6266,3,3,2,8869-LIHMK,Female,0,No,No,64,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115.1,7334.05,No,Fiber optic,Bank transfer (automatic),Two year
6267,2,4,1,8869-TORSS,Female,0,No,No,48,Yes,No,Yes,No,Yes,Yes,No,No,Yes,60.35,2896.4,Yes,DSL,Credit card (automatic),One year
6268,3,4,2,8871-JLMHM,Female,0,Yes,No,68,Yes,Yes,No,Yes,Yes,Yes,No,No,No,90.2,6297.65,No,Fiber optic,Credit card (automatic),Two year
6269,1,2,2,8873-GLDMH,Female,0,No,No,6,Yes,Yes,No,No,No,No,No,No,Yes,73.85,401.3,No,Fiber optic,Mailed check,Month-to-month
6270,2,2,3,8873-TMKGR,Male,0,No,No,29,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.1,529.5,No,None,Mailed check,One year
6271,3,2,3,8874-EJNSR,Male,0,Yes,Yes,39,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.2,987.95,No,None,Mailed check,Two year
6272,1,1,2,8875-AKBYH,Male,1,No,No,20,Yes,Yes,No,No,No,No,Yes,No,Yes,84.35,1745.2,No,Fiber optic,Electronic check,Month-to-month
6273,1,1,1,8878-HMWBV,Male,0,No,No,3,Yes,No,No,No,Yes,No,No,No,Yes,49.15,169.05,Yes,DSL,Electronic check,Month-to-month
6274,1,1,1,8878-RYUKI,Female,0,No,No,52,Yes,No,No,No,Yes,No,No,Yes,Yes,59.45,3043.7,No,DSL,Electronic check,Month-to-month
6275,3,1,2,8879-XUAHX,Male,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116.25,8564.75,No,Fiber optic,Electronic check,Two year
6276,2,3,1,8879-ZKJOF,Female,0,No,No,41,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,79.85,3320.75,No,DSL,Bank transfer (automatic),One year
6277,3,2,1,8882-TLVRW,Male,0,Yes,Yes,69,No,No phone service,Yes,No,Yes,Yes,No,No,No,39.1,2779.5,No,DSL,Mailed check,Two year
6278,3,4,2,8883-ANODQ,Female,0,Yes,Yes,68,Yes,Yes,No,Yes,Yes,No,No,No,Yes,84.4,5746.75,No,Fiber optic,Credit card (automatic),Two year
6279,2,2,1,8883-GRDWQ,Male,1,No,No,20,Yes,No,Yes,No,No,Yes,No,No,No,54.0,1055.9,No,DSL,Mailed check,One year
6280,1,1,2,8884-ADFVN,Male,1,Yes,No,7,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,101.95,700.85,Yes,Fiber optic,Electronic check,Month-to-month
6281,2,3,3,8884-FEEWR,Male,0,No,No,35,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.6,754,No,None,Bank transfer (automatic),One year
6282,2,3,3,8884-MRNSU,Male,0,Yes,Yes,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.9,329.75,No,None,Bank transfer (automatic),One year
6283,1,3,1,8885-QSQBX,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,49.55,49.55,No,DSL,Bank transfer (automatic),Month-to-month
6284,1,2,1,8887-IPQNC,Female,0,Yes,No,7,Yes,No,No,No,No,No,No,No,Yes,44.25,313.45,No,DSL,Mailed check,Month-to-month
6285,2,4,2,8894-JVDCV,Female,0,No,No,62,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,115.05,7133.45,No,Fiber optic,Credit card (automatic),One year
6286,1,2,3,8896-BQTTI,Male,0,No,No,1,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,25.0,25,No,None,Mailed check,Month-to-month
6287,3,2,3,8896-RAZCR,Female,0,No,Yes,44,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.9,868.1,No,None,Mailed check,Two year
6288,2,2,1,8898-KASCD,Male,0,No,No,39,No,No phone service,No,No,Yes,Yes,No,No,No,35.55,1309.15,No,DSL,Mailed check,One year
6289,1,2,1,8901-HJXTF,Female,0,Yes,Yes,12,No,No phone service,No,Yes,No,No,No,No,No,29.2,309.1,Yes,DSL,Mailed check,Month-to-month
6290,3,3,2,8901-UPRHR,Female,0,Yes,Yes,72,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,109.2,7711.45,No,Fiber optic,Bank transfer (automatic),Two year
6291,2,2,3,8902-ZEOVF,Male,0,Yes,Yes,47,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.05,951.55,No,None,Mailed check,One year
6292,1,1,2,8903-WMRNW,Female,0,Yes,No,15,Yes,No,Yes,No,Yes,No,Yes,Yes,No,101.75,1669.4,No,Fiber optic,Electronic check,Month-to-month
6293,1,1,1,8903-XEBGX,Male,0,No,Yes,2,Yes,No,No,No,No,No,No,Yes,Yes,55.3,108.65,No,DSL,Electronic check,Month-to-month
6294,1,3,1,8904-OPDCK,Male,1,Yes,No,54,No,No phone service,No,No,No,No,No,No,Yes,24.95,1364.75,No,DSL,Bank transfer (automatic),Month-to-month
6295,2,4,2,8905-IAZPF,Female,0,Yes,No,69,Yes,No,No,Yes,No,No,Yes,Yes,Yes,95.65,6744.2,No,Fiber optic,Credit card (automatic),One year
6296,3,3,1,8908-NMQTX,Male,0,No,No,72,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65.6,4566.5,No,DSL,Bank transfer (automatic),Two year
6297,3,4,3,8908-SLFCJ,Female,0,No,No,21,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.85,435.25,No,None,Credit card (automatic),Two year
6298,2,2,3,8909-BOLNL,Male,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,21.2,52.05,No,None,Mailed check,One year
6299,2,4,2,8910-ICHIU,Female,0,No,No,46,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,95.65,4664.2,No,Fiber optic,Credit card (automatic),One year
6300,1,4,2,8910-LEDAG,Male,1,Yes,No,34,Yes,No,No,No,No,No,No,No,No,71.55,2427.35,No,Fiber optic,Credit card (automatic),Month-to-month
6301,1,1,2,8914-RBTSB,Male,0,Yes,No,31,Yes,Yes,No,Yes,Yes,No,Yes,No,No,93.8,3019.5,Yes,Fiber optic,Electronic check,Month-to-month
6302,3,4,2,8915-NNTRC,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,107.7,7919.8,No,Fiber optic,Credit card (automatic),Two year
6303,3,2,3,8917-FAEMR,Female,0,No,No,37,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.85,784.25,No,None,Mailed check,Two year
6304,3,4,3,8917-SZTTJ,Male,0,Yes,Yes,60,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,1161.75,No,None,Credit card (automatic),Two year
6305,1,1,1,8919-FYFQZ,Male,1,Yes,No,44,No,No phone service,No,Yes,No,No,No,No,Yes,30.35,1359.7,Yes,DSL,Electronic check,Month-to-month
6306,2,3,2,8920-NAVAY,Male,1,No,No,62,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,110.75,7053.35,No,Fiber optic,Bank transfer (automatic),One year
6307,1,1,2,8922-LIEGH,Female,1,No,No,25,Yes,Yes,No,Yes,No,No,No,Yes,Yes,89.7,2187.55,Yes,Fiber optic,Electronic check,Month-to-month
6308,3,2,3,8922-NPKBJ,Male,0,Yes,Yes,42,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.35,867.3,No,None,Mailed check,Two year
6309,3,3,2,8929-KSWIH,Male,0,No,No,25,Yes,No,No,No,Yes,Yes,Yes,Yes,No,99.3,2513.5,No,Fiber optic,Bank transfer (automatic),Two year
6310,1,2,1,8930-XOTDP,Female,0,Yes,Yes,18,Yes,No,No,No,No,No,Yes,No,No,55.95,1082.8,No,DSL,Mailed check,Month-to-month
6311,1,1,2,8931-GJJIQ,Female,0,No,No,9,Yes,Yes,No,No,No,No,No,Yes,Yes,83.3,803.3,Yes,Fiber optic,Electronic check,Month-to-month
6312,2,4,1,8932-CZHRQ,Male,0,No,No,68,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,76.75,5233.25,No,DSL,Credit card (automatic),One year
6313,1,2,2,8937-RDTHP,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,Yes,Yes,84.6,84.6,Yes,Fiber optic,Mailed check,Month-to-month
6314,1,1,2,8938-UMKPI,Female,0,No,No,47,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,106.4,5127.95,Yes,Fiber optic,Electronic check,Month-to-month
6315,1,2,3,8942-DBMHZ,Male,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.45,255.35,No,None,Mailed check,Month-to-month
6316,1,2,2,8943-URTMR,Female,0,No,No,2,Yes,No,No,No,No,No,Yes,No,Yes,79.65,152.7,Yes,Fiber optic,Mailed check,Month-to-month
6317,1,4,3,8944-AILEF,Male,0,Yes,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,19.45,340.85,No,None,Credit card (automatic),Month-to-month
6318,1,1,2,8945-GRKHX,Female,0,No,Yes,1,Yes,No,No,No,No,No,No,Yes,No,78.65,78.65,Yes,Fiber optic,Electronic check,Month-to-month
6319,2,1,2,8945-MUQUF,Male,0,No,No,51,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,94.8,4837.6,Yes,Fiber optic,Electronic check,One year
6320,3,2,3,8946-BFWSG,Male,0,Yes,Yes,63,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.25,1573.05,No,None,Mailed check,Two year
6321,2,2,2,8947-YRTDV,Male,0,Yes,Yes,32,Yes,No,Yes,Yes,Yes,No,No,Yes,No,94.8,3131.55,No,Fiber optic,Mailed check,One year
6322,1,4,2,8949-JTMAY,Female,0,No,No,29,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,98.6,2933.2,Yes,Fiber optic,Credit card (automatic),Month-to-month
6323,1,2,1,8950-MTZNV,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,Yes,44.95,44.95,No,DSL,Mailed check,Month-to-month
6324,2,3,2,8952-WCVCD,Female,0,Yes,No,41,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,104.45,4162.05,No,Fiber optic,Bank transfer (automatic),One year
6325,3,4,3,8957-THMOA,Female,0,No,Yes,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,970.85,No,None,Credit card (automatic),Two year
6326,2,1,3,8958-JPTRR,Female,0,Yes,No,56,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,24.3,1261.7,No,None,Electronic check,One year
6327,2,1,2,8961-QDZZJ,Female,0,Yes,Yes,57,Yes,No,No,Yes,No,No,Yes,Yes,Yes,95.0,5535.8,No,Fiber optic,Electronic check,One year
6328,1,2,1,8963-JLGJT,Male,0,No,Yes,3,Yes,No,Yes,No,Yes,No,No,No,No,55.9,157.55,No,DSL,Mailed check,Month-to-month
6329,1,1,3,8963-MQVYN,Female,0,No,Yes,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,20.55,469.85,No,None,Electronic check,Month-to-month
6330,3,4,3,8966-KZXXA,Male,0,Yes,Yes,36,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,25.1,930.95,No,None,Credit card (automatic),Two year
6331,2,3,3,8966-OIQHG,Female,0,Yes,Yes,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.75,452.35,No,None,Bank transfer (automatic),One year
6332,3,3,3,8966-SNIZF,Female,0,Yes,No,70,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.45,1303.5,No,None,Bank transfer (automatic),Two year
6333,1,1,1,8967-SZQAS,Female,0,No,No,14,Yes,No,No,Yes,No,No,No,No,No,50.45,765.45,No,DSL,Electronic check,Month-to-month
6334,2,2,3,8969-PRHFK,Male,0,No,No,18,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,19.65,411.25,No,None,Mailed check,One year
6335,2,2,1,8970-ANWXO,Female,0,No,No,23,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,73.75,1756.6,No,DSL,Mailed check,One year
6336,1,1,2,8972-HJWNV,Female,1,Yes,No,7,Yes,Yes,No,No,No,No,No,Yes,Yes,84.55,646.85,Yes,Fiber optic,Electronic check,Month-to-month
6337,1,2,3,8974-OVACP,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,20.15,20.15,No,None,Mailed check,Month-to-month
6338,3,3,2,8975-SKGRX,Male,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,116.1,8310.55,No,Fiber optic,Bank transfer (automatic),Two year
6339,1,2,1,8976-OQHGT,Female,0,Yes,Yes,4,Yes,No,No,Yes,No,Yes,No,No,No,56.5,235.1,Yes,DSL,Mailed check,Month-to-month
6340,2,1,2,8979-CAMGB,Male,1,No,No,64,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,102.1,6688.1,No,Fiber optic,Electronic check,One year
6341,1,1,1,8980-WQFWL,Female,0,No,No,35,Yes,No,No,No,Yes,No,No,Yes,Yes,62.1,2096.1,No,DSL,Electronic check,Month-to-month
6342,1,2,2,8981-FJGLA,Male,0,No,Yes,11,Yes,Yes,No,No,Yes,No,No,No,Yes,78.0,851.8,No,Fiber optic,Mailed check,Month-to-month
6343,2,3,2,8982-NHAVY,Male,0,No,No,27,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,100.5,2673.45,No,Fiber optic,Bank transfer (automatic),One year
6344,3,1,2,8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,105.25,6823.4,No,Fiber optic,Electronic check,Two year
6345,3,1,2,8984-HPEMB,Female,0,No,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,118.65,8477.6,No,Fiber optic,Electronic check,Two year
